image_name,tags
file_17982,haze primary agriculture
file_17983,clear primary road agriculture
file_17984,clear primary
file_17985,primary partly_cloudy
file_17986,cloudy
file_17987,clear primary
file_17988,clear primary agriculture
file_17989,clear primary
file_1799,cloudy
file_17990,clear primary
file_17991,clear water
file_17992,clear primary
file_17993,clear primary
file_17994,clear primary road agriculture
file_17995,primary partly_cloudy
file_17996,clear primary road water habitation
file_17997,primary partly_cloudy
file_17998,clear primary road agriculture habitation
file_17999,clear primary agriculture
file_18,cloudy
file_180,primary partly_cloudy
file_1800,primary partly_cloudy
file_18000,clear primary
file_18001,clear primary agriculture
file_18002,clear primary
file_18003,primary partly_cloudy
file_18004,clear primary
file_18005,clear primary
file_18006,clear primary road water agriculture habitation
file_18007,clear primary
file_18008,clear primary
file_18009,clear primary
file_1801,clear primary
file_18010,primary partly_cloudy
file_18011,clear primary road agriculture habitation
file_18012,primary agriculture partly_cloudy
file_18013,clear primary
file_18014,clear primary agriculture cultivation
file_18015,primary water
file_18016,clear primary agriculture cultivation
file_18017,primary partly_cloudy
file_18018,cloudy
file_18019,clear primary
file_1802,clear primary
file_18020,clear primary
file_18021,clear primary
file_18022,primary partly_cloudy
file_18023,clear primary
file_18024,clear primary
file_18025,primary water agriculture partly_cloudy
file_18026,clear agriculture
file_18027,clear primary
file_18028,primary agriculture partly_cloudy
file_18029,clear primary road agriculture habitation
file_1803,primary agriculture partly_cloudy
file_18030,clear primary
file_18031,primary partly_cloudy
file_18032,clear primary
file_18033,clear primary
file_18034,clear primary
file_18035,primary partly_cloudy
file_18036,cloudy
file_18037,clear primary
file_18038,primary cultivation partly_cloudy
file_18039,clear primary
file_1804,clear primary water
file_18040,clear primary
file_18041,clear primary
file_18042,clear primary
file_18043,primary partly_cloudy
file_18044,primary partly_cloudy
file_18045,clear primary road agriculture
file_18046,clear primary
file_18047,clear primary
file_18048,clear haze primary
file_18049,clear primary
file_1805,clear primary water
file_18050,clear primary road agriculture
file_18051,clear primary road agriculture
file_18052,clear primary
file_18053,primary road agriculture habitation
file_18054,clear primary agriculture cultivation
file_18055,clear primary agriculture cultivation
file_18056,haze primary
file_18057,clear primary road agriculture
file_18058,clear primary road agriculture habitation
file_18059,clear primary road agriculture
file_1806,clear primary
file_18060,primary partly_cloudy
file_18061,clear primary road agriculture
file_18062,primary partly_cloudy
file_18063,primary partly_cloudy
file_18064,clear primary
file_18065,cloudy
file_18066,clear primary
file_18067,clear primary bare_ground water
file_18068,primary road agriculture cultivation partly_cloudy
file_18069,clear primary
file_1807,clear primary agriculture
file_18070,artisinal_mine clear primary water
file_18071,primary water partly_cloudy
file_18072,clear primary agriculture
file_18073,clear primary
file_18074,clear water
file_18075,clear primary
file_18076,primary agriculture partly_cloudy
file_18077,clear primary
file_18078,clear primary agriculture
file_18079,clear primary road
file_1808,primary partly_cloudy
file_18080,clear primary road agriculture
file_18081,clear primary
file_18082,cloudy
file_18083,primary
file_18084,clear primary
file_18085,clear primary agriculture cultivation
file_18086,clear primary
file_18087,clear primary
file_18088,primary water agriculture partly_cloudy
file_18089,clear primary
file_1809,clear primary
file_18090,clear primary
file_18091,clear primary
file_18092,primary partly_cloudy
file_18093,clear primary
file_18094,cloudy
file_18095,primary water partly_cloudy
file_18096,clear water
file_18097,clear primary road agriculture cultivation habitation
file_18098,clear primary
file_18099,primary partly_cloudy
file_181,clear primary road agriculture habitation
file_1810,clear primary water
file_18100,clear primary
file_18101,clear primary
file_18102,primary partly_cloudy
file_18103,clear primary road water agriculture
file_18104,cloudy
file_18105,primary partly_cloudy
file_18106,clear primary road agriculture
file_18107,clear primary
file_18108,primary partly_cloudy
file_18109,primary agriculture partly_cloudy
file_1811,clear primary
file_18110,clear primary agriculture
file_18111,clear cloudy
file_18112,clear primary
file_18113,clear primary
file_18114,clear primary agriculture cultivation
file_18115,primary partly_cloudy
file_18116,clear primary
file_18117,clear primary
file_18118,clear primary water agriculture
file_18119,clear primary
file_1812,clear primary agriculture cultivation
file_18120,primary road agriculture partly_cloudy
file_18121,clear primary
file_18122,clear water
file_18123,clear primary water agriculture
file_18124,clear primary
file_18125,clear primary agriculture partly_cloudy
file_18126,clear primary
file_18127,clear primary
file_18128,clear primary
file_18129,clear primary road agriculture
file_1813,clear primary road water agriculture
file_18130,clear primary
file_18131,clear water
file_18132,cloudy
file_18133,clear primary road water agriculture habitation
file_18134,primary water partly_cloudy
file_18135,clear primary
file_18136,clear primary
file_18137,primary partly_cloudy
file_18138,clear primary
file_18139,primary agriculture partly_cloudy
file_1814,clear primary
file_18140,clear primary
file_18141,clear primary water agriculture cultivation
file_18142,clear primary
file_18143,haze primary road agriculture partly_cloudy
file_18144,clear primary
file_18145,clear primary
file_18146,primary partly_cloudy
file_18147,primary agriculture partly_cloudy
file_18148,clear primary
file_18149,clear primary road agriculture
file_1815,clear primary water
file_18150,primary partly_cloudy
file_18151,clear primary agriculture
file_18152,clear primary agriculture cultivation
file_18153,clear primary road agriculture habitation
file_18154,clear primary
file_18155,clear primary
file_18156,clear primary road agriculture
file_18157,clear primary
file_18158,haze primary water
file_18159,primary partly_cloudy
file_1816,clear primary
file_18160,clear primary
file_18161,cloudy
file_18162,haze primary
file_18163,clear primary agriculture
file_18164,clear haze primary
file_18165,clear primary
file_18166,cloudy
file_18167,clear primary water cultivation habitation
file_18168,clear cloudy
file_18169,clear primary
file_1817,haze primary water agriculture
file_18170,clear primary water
file_18171,primary partly_cloudy
file_18172,clear primary
file_18173,cloudy
file_18174,clear primary
file_18175,clear primary agriculture
file_18176,clear primary road water
file_18177,clear primary
file_18178,clear primary agriculture
file_18179,clear primary agriculture
file_1818,clear
file_18180,clear primary
file_18181,clear primary road agriculture
file_18182,clear primary road agriculture
file_18183,clear primary road agriculture habitation
file_18184,primary partly_cloudy
file_18185,clear primary agriculture
file_18186,haze primary road agriculture partly_cloudy
file_18187,clear primary
file_18188,clear primary
file_18189,haze primary water
file_1819,clear primary road water agriculture
file_18190,clear primary road agriculture
file_18191,clear primary
file_18192,primary agriculture partly_cloudy
file_18193,clear primary
file_18194,clear primary road agriculture habitation
file_18195,primary road agriculture partly_cloudy
file_18196,clear primary
file_18197,clear primary
file_18198,clear primary
file_18199,clear primary road cultivation
file_182,clear primary
file_1820,clear primary road agriculture habitation
file_18200,primary road agriculture partly_cloudy
file_18201,clear primary
file_18202,primary partly_cloudy
file_18203,clear primary
file_18204,clear primary road agriculture
file_18205,cloudy
file_18206,clear primary
file_18207,clear primary water
file_18208,clear primary agriculture
file_18209,clear primary
file_1821,clear primary agriculture
file_18210,clear primary agriculture
file_18211,haze primary
file_18212,primary partly_cloudy
file_18213,haze primary water
file_18214,primary road agriculture partly_cloudy
file_18215,primary partly_cloudy
file_18216,primary road agriculture
file_18217,cloudy
file_18218,clear primary road agriculture
file_18219,clear primary water
file_1822,clear primary road agriculture
file_18220,primary road water agriculture
file_18221,clear primary road agriculture
file_18222,primary partly_cloudy
file_18223,clear primary
file_18224,primary agriculture partly_cloudy
file_18225,primary partly_cloudy
file_18226,haze primary water
file_18227,clear primary
file_18228,clear primary agriculture cultivation
file_18229,clear primary road agriculture
file_1823,clear primary road agriculture
file_18230,clear primary
file_18231,clear primary
file_18232,clear primary
file_18233,primary partly_cloudy
file_18234,haze primary agriculture
file_18235,clear primary road water agriculture habitation
file_18236,clear primary agriculture
file_18237,clear primary road agriculture cultivation
file_18238,clear primary
file_18239,clear primary agriculture
file_1824,primary road water partly_cloudy
file_18240,cloudy
file_18241,clear primary road agriculture habitation
file_18242,clear primary road cultivation habitation
file_18243,clear primary
file_18244,clear primary
file_18245,clear primary road agriculture habitation
file_18246,primary partly_cloudy
file_18247,clear primary road agriculture
file_18248,primary road agriculture cultivation habitation partly_cloudy
file_18249,clear primary
file_1825,clear primary
file_18250,clear primary
file_18251,primary road agriculture partly_cloudy
file_18252,clear primary
file_18253,cloudy
file_18254,clear primary water
file_18255,clear primary
file_18256,clear primary
file_18257,haze primary
file_18258,clear primary
file_18259,clear primary
file_1826,clear primary road agriculture habitation
file_18260,clear primary agriculture cultivation
file_18261,clear primary water
file_18262,clear primary
file_18263,haze primary
file_18264,clear primary
file_18265,primary partly_cloudy
file_18266,clear primary road agriculture
file_18267,clear primary
file_18268,haze primary
file_18269,clear primary road agriculture
file_1827,clear primary
file_18270,primary water agriculture partly_cloudy
file_18271,clear primary agriculture habitation
file_18272,primary road agriculture partly_cloudy
file_18273,clear primary
file_18274,clear primary water
file_18275,clear primary
file_18276,primary road agriculture partly_cloudy
file_18277,primary partly_cloudy
file_18278,clear primary water
file_18279,primary water partly_cloudy
file_1828,clear primary
file_18280,clear primary slash_burn agriculture cultivation
file_18281,clear primary road agriculture
file_18282,clear primary
file_18283,cloudy
file_18284,primary partly_cloudy
file_18285,clear primary agriculture
file_18286,primary partly_cloudy
file_18287,clear primary road agriculture habitation
file_18288,clear primary water
file_18289,clear primary
file_1829,clear primary road agriculture
file_18290,clear primary
file_18291,clear primary agriculture
file_18292,clear primary bare_ground water
file_18293,clear primary road agriculture
file_18294,clear primary
file_18295,haze
file_18296,clear primary road agriculture
file_18297,clear haze primary agriculture
file_18298,primary road agriculture partly_cloudy
file_18299,cloudy
file_183,primary road water partly_cloudy
file_1830,haze primary
file_18300,clear primary
file_18301,clear primary
file_18302,primary agriculture partly_cloudy
file_18303,clear primary
file_18304,primary agriculture partly_cloudy
file_18305,clear primary
file_18306,clear primary
file_18307,primary agriculture partly_cloudy
file_18308,clear primary
file_18309,primary partly_cloudy
file_1831,clear primary
file_18310,clear primary road agriculture habitation
file_18311,clear primary
file_18312,clear primary road agriculture cultivation habitation
file_18313,clear primary water
file_18314,primary agriculture partly_cloudy
file_18315,clear primary
file_18316,haze primary
file_18317,cloudy
file_18318,primary partly_cloudy
file_18319,clear primary
file_1832,clear primary agriculture
file_18320,clear primary
file_18321,clear primary cultivation
file_18322,cloudy
file_18323,clear primary agriculture cultivation
file_18324,clear primary road water agriculture habitation
file_18325,clear primary
file_18326,primary partly_cloudy
file_18327,clear primary road agriculture cultivation
file_18328,clear primary
file_18329,clear primary
file_1833,primary partly_cloudy
file_18330,clear primary road agriculture
file_18331,clear primary
file_18332,clear primary road water
file_18333,cloudy
file_18334,clear haze primary
file_18335,clear primary
file_18336,clear primary
file_18337,clear primary road habitation
file_18338,clear primary
file_18339,clear primary
file_1834,clear primary agriculture
file_18340,clear road agriculture
file_18341,clear primary road agriculture habitation
file_18342,clear primary
file_18343,clear primary
file_18344,clear primary
file_18345,primary road agriculture partly_cloudy
file_18346,clear primary road agriculture
file_18347,primary partly_cloudy
file_18348,clear primary agriculture
file_18349,clear primary
file_1835,clear primary water
file_18350,cloudy
file_18351,primary agriculture partly_cloudy
file_18352,clear primary
file_18353,clear primary road agriculture
file_18354,clear primary
file_18355,clear primary
file_18356,clear primary road agriculture
file_18357,clear primary road agriculture
file_18358,clear primary
file_18359,clear primary road agriculture cultivation
file_1836,clear primary agriculture
file_18360,clear primary
file_18361,clear primary
file_18362,primary road agriculture
file_18363,primary road agriculture partly_cloudy
file_18364,primary partly_cloudy
file_18365,clear primary
file_18366,clear primary agriculture
file_18367,clear primary
file_18368,clear primary road agriculture habitation
file_18369,clear primary
file_1837,clear primary road water
file_18370,clear primary road agriculture habitation
file_18371,clear primary
file_18372,clear primary water
file_18373,primary agriculture cultivation partly_cloudy
file_18374,primary partly_cloudy
file_18375,clear primary road agriculture
file_18376,clear primary
file_18377,primary water partly_cloudy
file_18378,cloudy
file_18379,primary partly_cloudy
file_1838,clear primary road agriculture
file_18380,clear primary
file_18381,clear primary road agriculture habitation
file_18382,clear primary
file_18383,clear primary road agriculture
file_18384,clear primary road water habitation
file_18385,primary partly_cloudy
file_18386,clear primary
file_18387,clear primary road agriculture
file_18388,cloudy
file_18389,primary road agriculture partly_cloudy
file_1839,clear primary road agriculture
file_18390,clear primary
file_18391,clear primary water agriculture
file_18392,clear primary road agriculture
file_18393,clear primary
file_18394,clear primary
file_18395,cloudy
file_18396,primary road water agriculture partly_cloudy
file_18397,primary agriculture
file_18398,clear primary road agriculture habitation
file_18399,clear primary agriculture cultivation
file_184,clear primary
file_1840,cloudy
file_18400,clear primary
file_18401,clear primary road agriculture
file_18402,clear primary
file_18403,clear primary agriculture
file_18404,clear primary road agriculture
file_18405,clear primary
file_18406,clear primary
file_18407,clear primary
file_18408,clear primary
file_18409,clear primary water habitation
file_1841,primary road partly_cloudy
file_18410,primary agriculture partly_cloudy
file_18411,cloudy
file_18412,primary road water agriculture partly_cloudy
file_18413,clear primary road
file_18414,primary partly_cloudy
file_18415,clear primary road water
file_18416,clear primary road agriculture
file_18417,clear primary agriculture
file_18418,primary partly_cloudy
file_18419,clear primary agriculture
file_1842,clear primary road agriculture
file_18420,clear primary
file_18421,clear primary
file_18422,primary road agriculture habitation partly_cloudy
file_18423,clear haze primary
file_18424,clear primary
file_18425,clear primary road agriculture
file_18426,clear primary agriculture
file_18427,clear primary road agriculture habitation
file_18428,clear primary
file_18429,primary partly_cloudy
file_1843,clear haze primary
file_18430,clear primary
file_18431,cloudy
file_18432,clear
file_18433,clear primary
file_18434,haze primary
file_18435,primary agriculture partly_cloudy
file_18436,clear primary road water agriculture
file_18437,clear primary
file_18438,clear primary
file_18439,clear
file_1844,haze primary road water agriculture
file_18440,clear primary
file_18441,primary road
file_18442,primary agriculture partly_cloudy
file_18443,clear primary
file_18444,clear primary agriculture
file_18445,primary water partly_cloudy
file_18446,clear primary water agriculture cultivation
file_18447,clear primary
file_18448,clear primary
file_18449,primary partly_cloudy
file_1845,primary partly_cloudy
file_18450,clear primary road agriculture
file_18451,clear primary road water agriculture
file_18452,clear primary water
file_18453,artisinal_mine clear primary water
file_18454,clear primary road agriculture
file_18455,clear primary road agriculture
file_18456,cloudy
file_18457,clear primary
file_18458,primary partly_cloudy
file_18459,primary partly_cloudy
file_1846,clear primary
file_18460,clear primary
file_18461,primary partly_cloudy
file_18462,clear primary road agriculture
file_18463,primary partly_cloudy
file_18464,primary road water agriculture partly_cloudy
file_18465,clear primary road agriculture
file_18466,clear primary road agriculture habitation
file_18467,clear primary
file_18468,clear primary road agriculture cultivation
file_18469,clear primary agriculture
file_1847,clear primary
file_18470,primary agriculture partly_cloudy
file_18471,clear primary road agriculture habitation
file_18472,haze primary agriculture
file_18473,primary partly_cloudy
file_18474,clear primary agriculture cultivation
file_18475,clear primary
file_18476,primary partly_cloudy
file_18477,clear cloudy
file_18478,clear primary
file_18479,primary partly_cloudy
file_1848,clear primary
file_18480,haze primary water agriculture
file_18481,clear primary
file_18482,clear primary
file_18483,clear primary road agriculture
file_18484,clear primary
file_18485,clear primary road water agriculture
file_18486,clear primary road agriculture
file_18487,primary partly_cloudy
file_18488,primary water partly_cloudy
file_18489,clear primary water
file_1849,clear primary water
file_18490,clear primary bare_ground water cultivation
file_18491,clear primary
file_18492,clear primary
file_18493,clear primary cultivation
file_18494,clear primary agriculture cultivation
file_18495,primary road agriculture partly_cloudy
file_18496,clear primary agriculture
file_18497,haze primary
file_18498,clear primary
file_18499,cloudy
file_185,clear primary road water agriculture cultivation
file_1850,clear primary
file_18500,clear primary water agriculture
file_18501,clear primary
file_18502,haze primary
file_18503,clear primary
file_18504,primary partly_cloudy
file_18505,haze primary road agriculture
file_18506,clear primary
file_18507,clear primary water
file_18508,primary partly_cloudy
file_18509,clear primary road agriculture
file_1851,clear primary
file_18510,clear primary
file_18511,primary agriculture partly_cloudy
file_18512,primary road agriculture partly_cloudy
file_18513,clear primary water
file_18514,clear primary
file_18515,haze primary
file_18516,clear primary
file_18517,clear primary water
file_18518,clear primary
file_18519,clear water
file_1852,clear primary agriculture
file_18520,haze primary
file_18521,primary road agriculture partly_cloudy
file_18522,clear primary agriculture cultivation
file_18523,clear primary
file_18524,clear primary
file_18525,clear primary
file_18526,clear primary
file_18527,clear primary
file_18528,clear water
file_18529,primary partly_cloudy
file_1853,primary partly_cloudy
file_18530,cloudy
file_18531,clear primary
file_18532,primary road agriculture partly_cloudy
file_18533,clear primary
file_18534,clear primary
file_18535,clear water cloudy
file_18536,clear primary agriculture cultivation
file_18537,clear primary agriculture
file_18538,clear primary agriculture cultivation
file_18539,clear primary
file_1854,clear primary road agriculture
file_18540,primary partly_cloudy
file_18541,clear primary
file_18542,haze primary
file_18543,primary habitation partly_cloudy
file_18544,primary
file_18545,clear primary road agriculture cultivation
file_18546,haze primary agriculture
file_18547,cloudy
file_18548,clear primary
file_18549,clear primary
file_1855,water partly_cloudy
file_18550,clear primary water agriculture
file_18551,clear primary agriculture cultivation
file_18552,primary road water agriculture partly_cloudy
file_18553,clear primary
file_18554,clear primary agriculture cultivation
file_18555,haze primary
file_18556,clear primary water
file_18557,cloudy
file_18558,clear primary
file_18559,haze primary
file_1856,cloudy
file_18560,cloudy
file_18561,primary partly_cloudy
file_18562,clear primary cultivation
file_18563,clear primary water
file_18564,clear primary water
file_18565,clear primary
file_18566,clear primary
file_18567,clear primary road agriculture habitation
file_18568,clear primary road
file_18569,clear primary
file_1857,haze primary
file_18570,clear primary water
file_18571,clear primary
file_18572,clear primary
file_18573,clear primary
file_18574,clear haze primary
file_18575,primary road water partly_cloudy
file_18576,clear primary agriculture cultivation
file_18577,clear primary agriculture cultivation
file_18578,primary partly_cloudy
file_18579,clear primary agriculture habitation
file_1858,clear primary
file_18580,clear primary
file_18581,clear primary
file_18582,cloudy
file_18583,clear primary water agriculture
file_18584,agriculture cloudy
file_18585,clear primary water
file_18586,clear primary road agriculture
file_18587,clear primary agriculture cultivation
file_18588,clear primary
file_18589,clear primary road agriculture habitation
file_1859,primary partly_cloudy
file_18590,clear primary
file_18591,clear primary
file_18592,clear primary road agriculture
file_18593,clear primary agriculture
file_18594,clear primary
file_18595,clear primary
file_18596,clear primary
file_18597,clear primary agriculture
file_18598,primary agriculture partly_cloudy
file_18599,haze primary
file_186,primary partly_cloudy
file_1860,clear primary
file_18600,primary partly_cloudy
file_18601,primary agriculture partly_cloudy
file_18602,clear primary
file_18603,clear primary road agriculture habitation
file_18604,clear primary
file_18605,clear primary road agriculture
file_18606,clear water
file_18607,clear primary agriculture
file_18608,clear primary water
file_18609,clear primary water cultivation
file_1861,clear primary agriculture
file_18610,clear primary
file_18611,clear primary slash_burn agriculture cultivation
file_18612,primary agriculture partly_cloudy
file_18613,clear primary water agriculture
file_18614,cloudy
file_18615,clear primary
file_18616,clear primary
file_18617,clear primary water agriculture
file_18618,clear primary road agriculture habitation
file_18619,cloudy
file_1862,clear primary road agriculture habitation
file_18620,clear primary road agriculture
file_18621,clear primary water agriculture
file_18622,clear primary
file_18623,clear primary
file_18624,clear primary
file_18625,haze primary
file_18626,primary agriculture cultivation partly_cloudy
file_18627,clear primary
file_18628,clear primary water agriculture
file_18629,clear primary road agriculture
file_1863,clear primary
file_18630,clear primary agriculture
file_18631,clear primary
file_18632,clear primary cultivation
file_18633,cloudy
file_18634,clear primary road water agriculture
file_18635,primary partly_cloudy
file_18636,clear primary
file_18637,primary agriculture partly_cloudy
file_18638,cloudy
file_18639,clear primary
file_1864,clear primary road agriculture habitation
file_18640,clear primary
file_18641,primary partly_cloudy
file_18642,primary agriculture partly_cloudy
file_18643,clear primary road
file_18644,clear primary
file_18645,clear primary
file_18646,clear primary
file_18647,clear primary
file_18648,clear primary road agriculture
file_18649,primary partly_cloudy
file_1865,clear primary agriculture
file_18650,clear primary
file_18651,primary agriculture cultivation partly_cloudy
file_18652,clear primary
file_18653,clear primary
file_18654,clear primary road agriculture
file_18655,clear primary
file_18656,clear primary
file_18657,clear primary water
file_18658,clear primary road agriculture habitation
file_18659,primary partly_cloudy
file_1866,clear primary road agriculture habitation
file_18660,clear primary road
file_18661,primary partly_cloudy
file_18662,clear primary agriculture cultivation
file_18663,clear primary
file_18664,
file_18665,clear primary road habitation
file_18666,cloudy
file_18667,clear primary
file_18668,haze primary agriculture
file_18669,clear primary partly_cloudy
file_1867,clear primary road agriculture
file_18670,clear primary water agriculture cultivation
file_18671,primary partly_cloudy
file_18672,clear primary agriculture
file_18673,clear primary
file_18674,clear primary water
file_18675,clear primary
file_18676,clear primary agriculture cultivation
file_18677,clear primary agriculture cultivation
file_18678,clear primary agriculture
file_18679,clear primary
file_1868,clear primary
file_18680,clear primary
file_18681,clear primary
file_18682,clear primary water
file_18683,clear primary
file_18684,clear primary
file_18685,clear primary
file_18686,clear primary road water habitation
file_18687,clear primary
file_18688,primary partly_cloudy
file_18689,cloudy
file_1869,clear primary road agriculture
file_18690,clear haze primary
file_18691,clear primary
file_18692,clear primary road agriculture
file_18693,clear primary
file_18694,primary road partly_cloudy
file_18695,clear primary
file_18696,clear primary
file_18697,clear primary
file_18698,clear primary
file_18699,clear primary road agriculture
file_187,primary partly_cloudy
file_1870,clear primary water
file_18700,clear water
file_18701,clear primary water
file_18702,clear primary
file_18703,primary partly_cloudy
file_18704,clear primary water
file_18705,clear primary
file_18706,clear primary
file_18707,primary road water agriculture partly_cloudy
file_18708,haze primary water agriculture
file_18709,clear primary
file_1871,clear primary
file_18710,primary agriculture partly_cloudy
file_18711,primary partly_cloudy
file_18712,clear primary water
file_18713,primary agriculture
file_18714,cloudy
file_18715,clear primary agriculture cultivation
file_18716,clear primary road agriculture
file_18717,haze primary water
file_18718,clear primary
file_18719,clear primary
file_1872,clear primary
file_18720,haze primary
file_18721,clear primary
file_18722,primary partly_cloudy
file_18723,clear primary
file_18724,clear primary road agriculture
file_18725,clear primary road agriculture
file_18726,clear primary water
file_18727,clear primary road agriculture
file_18728,clear primary
file_18729,clear primary
file_1873,primary road agriculture partly_cloudy
file_18730,clear primary
file_18731,clear primary
file_18732,clear primary
file_18733,clear primary agriculture
file_18734,cloudy
file_18735,primary agriculture partly_cloudy
file_18736,primary agriculture cultivation partly_cloudy
file_18737,clear primary
file_18738,cloudy
file_18739,clear primary
file_1874,primary partly_cloudy
file_18740,clear primary road agriculture
file_18741,cloudy
file_18742,clear primary agriculture
file_18743,clear primary road agriculture habitation
file_18744,clear primary road agriculture
file_18745,clear primary road agriculture
file_18746,clear primary
file_18747,clear primary agriculture
file_18748,clear primary agriculture
file_18749,clear primary
file_1875,clear primary water agriculture
file_18750,cloudy
file_18751,clear primary
file_18752,clear haze primary
file_18753,clear primary
file_18754,clear primary
file_18755,clear primary
file_18756,cloudy
file_18757,clear primary
file_18758,primary partly_cloudy
file_18759,primary agriculture partly_cloudy
file_1876,primary road water agriculture partly_cloudy
file_18760,clear primary road water
file_18761,primary road partly_cloudy
file_18762,clear primary
file_18763,clear primary road agriculture habitation
file_18764,cloudy
file_18765,clear primary road agriculture
file_18766,artisinal_mine clear primary road water habitation
file_18767,clear primary agriculture cultivation habitation
file_18768,clear primary agriculture
file_18769,cloudy
file_1877,haze primary
file_18770,clear primary road agriculture
file_18771,primary
file_18772,clear primary
file_18773,clear primary
file_18774,clear primary road agriculture habitation
file_18775,haze primary road agriculture
file_18776,clear primary road agriculture cultivation habitation
file_18777,clear primary
file_18778,clear water
file_18779,clear primary
file_1878,primary partly_cloudy
file_18780,primary partly_cloudy
file_18781,cloudy
file_18782,clear primary
file_18783,clear primary
file_18784,cloudy
file_18785,clear primary road agriculture
file_18786,clear primary road agriculture
file_18787,clear primary road agriculture cultivation
file_18788,clear primary water agriculture
file_18789,clear primary
file_1879,clear primary road agriculture
file_18790,clear primary
file_18791,primary partly_cloudy
file_18792,clear primary
file_18793,clear primary road agriculture
file_18794,clear primary road water agriculture habitation
file_18795,clear primary
file_18796,primary road water agriculture partly_cloudy
file_18797,primary road agriculture partly_cloudy
file_18798,clear primary water agriculture
file_18799,clear primary road agriculture
file_188,clear primary
file_1880,primary agriculture partly_cloudy
file_18800,clear primary agriculture
file_18801,clear primary road water agriculture
file_18802,clear primary
file_18803,clear primary
file_18804,clear primary
file_18805,clear primary road agriculture
file_18806,cloudy
file_18807,clear primary
file_18808,primary road agriculture partly_cloudy
file_18809,artisinal_mine clear primary road water
file_1881,clear primary
file_18810,clear primary
file_18811,primary partly_cloudy
file_18812,primary partly_cloudy
file_18813,clear primary
file_18814,primary road water partly_cloudy
file_18815,clear primary water agriculture
file_18816,clear primary
file_18817,clear primary road water
file_18818,clear primary
file_18819,clear primary road agriculture
file_1882,clear primary
file_18820,cloudy
file_18821,clear primary
file_18822,clear primary water
file_18823,clear primary
file_18824,clear primary
file_18825,clear primary
file_18826,clear primary
file_18827,clear primary
file_18828,cloudy
file_18829,clear primary agriculture
file_1883,haze primary
file_18830,clear primary partly_cloudy
file_18831,primary road agriculture partly_cloudy
file_18832,clear primary
file_18833,clear primary road agriculture habitation
file_18834,clear primary
file_18835,clear primary water
file_18836,primary partly_cloudy
file_18837,cloudy
file_18838,haze primary
file_18839,clear primary road agriculture habitation
file_1884,clear primary agriculture
file_18840,clear primary
file_18841,artisinal_mine clear primary water
file_18842,clear primary road agriculture
file_18843,clear primary agriculture
file_18844,clear primary
file_18845,clear primary road agriculture
file_18846,primary road agriculture partly_cloudy
file_18847,primary partly_cloudy
file_18848,clear primary
file_18849,clear primary road agriculture
file_1885,primary road agriculture partly_cloudy
file_18850,clear primary agriculture cultivation
file_18851,primary partly_cloudy
file_18852,clear primary road agriculture
file_18853,primary partly_cloudy
file_18854,clear primary agriculture
file_18855,clear primary
file_18856,clear primary
file_18857,primary partly_cloudy
file_18858,clear primary
file_18859,clear primary
file_1886,primary agriculture partly_cloudy
file_18860,clear primary
file_18861,primary water partly_cloudy
file_18862,clear primary
file_18863,clear primary
file_18864,primary partly_cloudy
file_18865,clear primary agriculture
file_18866,primary partly_cloudy
file_18867,clear primary
file_18868,cloudy
file_18869,clear primary
file_1887,clear primary
file_18870,clear primary water agriculture
file_18871,clear primary water
file_18872,clear primary
file_18873,clear primary road agriculture
file_18874,primary partly_cloudy
file_18875,clear primary
file_18876,clear primary
file_18877,clear primary
file_18878,cloudy
file_18879,primary partly_cloudy
file_1888,primary partly_cloudy
file_18880,clear primary road agriculture
file_18881,clear primary
file_18882,clear primary
file_18883,clear primary
file_18884,clear primary road agriculture
file_18885,clear primary
file_18886,clear primary road agriculture
file_18887,clear primary
file_18888,haze primary
file_18889,clear primary water cultivation
file_1889,clear primary
file_18890,primary partly_cloudy
file_18891,clear primary agriculture cultivation
file_18892,clear primary agriculture cultivation
file_18893,clear primary
file_18894,primary partly_cloudy
file_18895,cloudy
file_18896,clear primary
file_18897,primary partly_cloudy
file_18898,clear primary water agriculture
file_18899,clear primary
file_189,clear primary road water agriculture
file_1890,clear primary water agriculture
file_18900,clear primary
file_18901,primary road agriculture partly_cloudy
file_18902,primary road agriculture partly_cloudy
file_18903,clear primary road water agriculture
file_18904,clear primary
file_18905,clear primary
file_18906,clear primary
file_18907,clear primary
file_18908,clear primary
file_18909,clear primary
file_1891,clear primary road agriculture
file_18910,clear primary water agriculture
file_18911,clear primary road agriculture habitation
file_18912,clear primary
file_18913,clear primary
file_18914,clear primary agriculture
file_18915,clear primary
file_18916,clear primary road habitation
file_18917,clear primary road agriculture
file_18918,clear primary
file_18919,clear primary
file_1892,primary partly_cloudy
file_18920,primary partly_cloudy
file_18921,clear primary water
file_18922,clear primary
file_18923,clear primary agriculture
file_18924,clear primary road habitation
file_18925,clear primary
file_18926,partly_cloudy
file_18927,primary partly_cloudy
file_18928,primary partly_cloudy
file_18929,primary road partly_cloudy
file_1893,clear primary
file_18930,clear primary
file_18931,clear primary
file_18932,clear primary road agriculture
file_18933,clear primary road
file_18934,primary partly_cloudy
file_18935,primary water partly_cloudy
file_18936,cloudy
file_18937,cloudy
file_18938,clear primary agriculture
file_18939,primary road agriculture partly_cloudy
file_1894,clear primary
file_18940,cloudy
file_18941,primary partly_cloudy
file_18942,primary partly_cloudy
file_18943,clear primary water
file_18944,clear primary
